Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Uncharacterized	YMR034C		13	340722	339418	Putative transporter; member of the SLC10 carrier family; identified in a transposon mutagenesis screen as a gene involved in azole resistance; YMR034C is not an essential gene	 
ORF	Verified	YMR035W	IMP2	13	341142	341675	Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p), and Som1p	 
ORF	Verified	YMR036C	MIH1	13	343520	341856	Protein tyrosine phosphatase involved in cell cycle control; regulates the phosphorylation state of Cdc28p; homolog of S. pombe cdc25	 
ORF	Verified	YMR037C	MSN2	13	346517	344403	Transcriptional activator; activated in stress conditions, which results in translocation from cytoplasm to nucleus; transported back to cytoplasm once stress is removed; binds DNA at stress response elements of responsive genes, inducing gene expression; relative distribution to nucleus increases upon DNA replication stress; MSN2 has a paralog, MSN4, that arose from the whole genome duplication	 
ORF	Verified	YMR038C	CCS1	13	348260	347511	Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal portion is involved in insertion of copper into Sod1p under conditions of copper deprivation; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YMR039C	SUB1	13	349522	348644	Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ); role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YMR040W	YET2	13	350381	350863	Protein of unknown function that may interact with ribosomes; based on co-purification experiments; homolog of human BAP31 protein; YET2 has a paralog, YET1, that arose from the whole genome duplication	 
ORF	Verified	YMR041C	ARA2	13	351973	350966	NAD-dependent arabinose dehydrogenase; involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogenase	 
ORF	Verified	YMR042W	ARG80	13	352603	353136	Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p	 
ORF	Verified	YMR043W	MCM1	13	353871	354731	Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia	DAMP
ORF	Verified	YMR044W	IOC4	13	355384	356811	Member of a complex (Isw1b) with Isw1p and Ioc2p; interacts directly with H3K36me3 nucleosomes through its PWWP domain to recruit the Isw1b complex to open reading frames in a Set2p-dependent manner; Isw1b exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing	 
ORF	Dubious	YMR046W-A		13	362702	362830	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YMR047C	NUP116	13	366705	363364	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication	DAMP
ORF	Verified	YMR048W	CSM3	13	366981	367934	Replication fork associated factor; required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis; forms nuclear foci upon DNA replication stress	 
ORF	Verified	YMR049C	ERB1	13	370517	368094	Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1	DAMP
ORF	Verified	YMR052W	FAR3	13	379586	380200	Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone, in a Far1p-independent pathway; interacts with Far7p, Far8p, Far9p, Far10p, and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress	 
ORF	Dubious	YMR052C-A		13	380434	380069	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YMR053C	STB2	13	382898	380346	Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog, STB6, that arose from the whole genome duplication	 
ORF	Verified	YMR054W	STV1	13	383303	385975	Subunit a of the vacuolar-ATPase V0 domain; one of two isoforms (Stv1p and Vph1p); Stv1p is located in V-ATPase complexes of the Golgi and endosomes while Vph1p is located in V-ATPase complexes of the vacuole	 
ORF	Verified	YMR055C	BUB2	13	387021	386101	Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage	 
ORF	Verified	YMR056C	AAC1	13	388244	387315	Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator; relocalizes from mitochondrion to cytoplasm upon DNA replication stress	 
ORF	Dubious	YMR057C		13	388730	388359	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF AAC1	 
ORF	Verified	YMR058W	FET3	13	388822	390732	Ferro-O2-oxidoreductase; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YMR059W	SEN15	13	391099	391485	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease is composed of Sen2p, Sen15p, Sen34p, and Sen54p	DAMP
ORF	Verified	YMR060C	SAM37	13	392515	391532	Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability	 
ORF	Verified	YMR061W	RNA14	13	392755	394788	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping; relocalizes to the cytosol in response to hypoxia	DAMP
ORF	Verified	YMR062C	ARG7	13	396379	395054	Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity, regenerates acetylglutamate while forming ornithine	 
ORF	Verified	YMR063W	RIM9	13	397077	397796	Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;	 
ORF	Verified	YMR064W	AEP1	13	397903	399459	Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase	 
ORF	Verified	YMR065W	KAR5	13	399702	401216	Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; expression of the gene is regulated by pheromone	 
ORF	Verified	YMR066W	SOV1	13	401541	404237	Mitochondrial protein of unknown function	 
ORF	Verified	YMR067C	UBX4	13	405573	404323	UBX domain-containing protein that interacts with Cdc48p; involved in degradation of polyubiquitinated proteins via the ERAD (ER-associated degradation) pathway; modulates the Cdc48p-Nplp-Ufd1p AAA ATPase complex during its role in delivery of misfolded proteins to the proteasome; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YMR068W	AVO2	13	406304	407584	Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth	 
ORF	Verified	YMR069W	NAT4	13	407709	408566	N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A	 
ORF	Verified	YMR070W	MOT3	13	409154	410626	Transcriptional repressor and activator with two C2-H2 zinc fingers; involved in repression of a subset of hypoxic genes by Rox1p, repression of several DAN/TIR genes during aerobic growth and ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; involved in positive transcriptional regulation of CWP2 and other genes; relocalizes to the cytosol in response to hypoxia; can form [MOT3+] prion	 
ORF	Verified	YMR071C	TVP18	13	411265	410762	Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; may interact with ribosomes, based on co-purification experiments	 
ORF	Verified	YMR072W	ABF2	13	411569	412120	Mitochondrial DNA-binding protein; involved in mitochondrial DNA replication and recombination, member of HMG1 DNA-binding protein family; activity may be regulated by protein kinase A phosphorylation; ABF2 has a paralog, IXR1, that arose from the whole genome duplication	 
ORF	Verified	YMR073C	IRC21	13	412873	412268	Putative protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study	 
ORF	Verified	YMR074C		13	413473	413036	Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YMR075W	RCO1	13	413982	416036	Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p	 
ORF	Dubious	YMR075C-A		13	416053	415688	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF RCO1/YMR075W	 
ORF	Verified	YMR076C	PDS5	13	420029	416196	Protein involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes, may function as a protein-protein interaction scaffold; also required during meiosis; relocalizes to the cytosol in response to hypoxia	DAMP
ORF	Verified	YMR077C	VPS20	13	422149	421484	Myristoylated subunit of ESCRTIII; the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen; cytoplasmic protein recruited to endosomal membranes	 
ORF	Verified	YMR078C	CTF18	13	424728	422503	Subunit of a complex with Ctf8p; shares some subunits with Replication Factor C and is required for sister chromatid cohesion; may have overlapping functions with Rad24p in the DNA damage replication checkpoint	 
